date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:12:39	59528/59528	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Oct%202015%2012:38:10%20GMT	http://demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/4792_house_of_cards.jpg	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/4792_house_of_cards.jpg	(from http://demo.acosmin.com/themes/justwrite/)
03:12:41	115968/115968	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2014:56:39%20GMT	http://demo.acosmin.com/themes/justwrite/masonry-1/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/masonry-1/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:12:41	24359/24359	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Oct%202015%2012:38:12%20GMT	http://demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/FVfrkDb.jpg	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/FVfrkDb.jpg	(from http://demo.acosmin.com/themes/justwrite/)
03:12:44	103501/103501	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:12:42%20GMT	http://demo.acosmin.com/themes/justwrite/masonry-2/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/masonry-2/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:12:45	25077/25077	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Oct%202015%2014:23:28%20GMT	http://demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/controller-pad-afternoon-xbox.jpg	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/controller-pad-afternoon-xbox.jpg	(from http://demo.acosmin.com/themes/justwrite/)
03:12:45	88395/88395	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Oct%202015%2012:38:08%20GMT	http://demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/162H.jpg	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/162H.jpg	(from http://demo.acosmin.com/themes/justwrite/)
03:12:47	95965/95965	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:12:45%20GMT	http://demo.acosmin.com/themes/justwrite/categories-2-columns/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/categories-2-columns/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:12:48	91210/91210	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Oct%202015%2012:38:11%20GMT	http://demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/b0dd9ca3feba25e12b22c64de894f37f_large.jpg	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/b0dd9ca3feba25e12b22c64de894f37f_large.jpg	(from http://demo.acosmin.com/themes/justwrite/)
03:12:48	105181/105181	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:12:46%20GMT	http://demo.acosmin.com/themes/justwrite/categories-3-columns/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/categories-3-columns/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:12:51	89567/89567	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:12:49%20GMT	http://demo.acosmin.com/themes/justwrite/advertisng/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/advertisng/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:12:51	103484/103484	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:12:49%20GMT	http://demo.acosmin.com/themes/justwrite/categories-4-columns/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/categories-4-columns/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:12:52	51775/51775	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Oct%202015%2018:50:43%20GMT	http://demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/photo-1422479516648-9b1f0b6e8da8-638x368.jpg	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/photo-1422479516648-9b1f0b6e8da8-638x368.jpg	(from http://demo.acosmin.com/themes/justwrite/)
03:12:52	45786/45786	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Oct%202015%2018:49:31%20GMT	http://demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/Apple-Sport-Watch-Black-On-Mans-Wrist-In-An-Office-638x368.jpg	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/Apple-Sport-Watch-Black-On-Mans-Wrist-In-An-Office-638x368.jpg	(from http://demo.acosmin.com/themes/justwrite/)
03:12:53	33577/33577	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Oct%202015%2018:50:39%20GMT	http://demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/heisenberg1-638x368.jpg	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/heisenberg1-638x368.jpg	(from http://demo.acosmin.com/themes/justwrite/)
03:12:54	95880/95880	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:12:52%20GMT	http://demo.acosmin.com/themes/justwrite/archives/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/archives/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:12:54	90617/90617	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:12:53%20GMT	http://demo.acosmin.com/themes/justwrite/social-profiles/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/social-profiles/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:12:55	97390/97390	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:12:54%20GMT	http://demo.acosmin.com/themes/justwrite/popular-posts/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/popular-posts/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:12:57	170168/170168	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:12:55%20GMT	http://demo.acosmin.com/themes/justwrite/fonts-1/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/fonts-1/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:12:58	170358/170358	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:12:56%20GMT	http://demo.acosmin.com/themes/justwrite/fonts-2/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/fonts-2/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:13:00	47760/47760	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Oct%202015%2018:50:41%20GMT	http://demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/maxresdefault-638x368.jpg	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/maxresdefault-638x368.jpg	(from http://demo.acosmin.com/themes/justwrite/)
03:13:01	45924/45924	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Oct%202015%2014:23:56%20GMT	http://demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/obama-best-638x368.jpg	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/obama-best-638x368.jpg	(from http://demo.acosmin.com/themes/justwrite/)
03:13:01	170356/170356	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:12:59%20GMT	http://demo.acosmin.com/themes/justwrite/fonts-3/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/fonts-3/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:13:03	170332/170332	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:13:02%20GMT	http://demo.acosmin.com/themes/justwrite/fonts-4/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/fonts-4/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:13:05	170421/170421	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:13:04%20GMT	http://demo.acosmin.com/themes/justwrite/fonts-5-default/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/fonts-5-default/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:13:07	7665/7665	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Dec%202015%2014:13:43%20GMT	http://demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/9_70.jpg	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/9_70.jpg	(from http://demo.acosmin.com/themes/justwrite/)
03:13:08	31089/31089	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Oct%202015%2014:23:28%20GMT	http://demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/controller-pad-afternoon-xbox-638x368.jpg	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/controller-pad-afternoon-xbox-638x368.jpg	(from http://demo.acosmin.com/themes/justwrite/)
03:13:08	71152/71152	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Oct%202015%2014:24:27%20GMT	http://demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/walking-dead1-638x368.jpg	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/walking-dead1-638x368.jpg	(from http://demo.acosmin.com/themes/justwrite/)
03:13:09	61493/61493	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Oct%202015%2014:24:06%20GMT	http://demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/photo-1442406964439-e46ab8eff7c4-638x368.jpg	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/photo-1442406964439-e46ab8eff7c4-638x368.jpg	(from http://demo.acosmin.com/themes/justwrite/)
03:13:10	170366/170366	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:13:08%20GMT	http://demo.acosmin.com/themes/justwrite/fonts-6/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/fonts-6/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:13:11	170343/170343	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:13:09%20GMT	http://demo.acosmin.com/themes/justwrite/fonts-7/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/fonts-7/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:13:13	170354/170354	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:13:11%20GMT	http://demo.acosmin.com/themes/justwrite/fonts-8/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/fonts-8/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:13:13	170377/170377	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:13:12%20GMT	http://demo.acosmin.com/themes/justwrite/fonts-9/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/fonts-9/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:13:15	70727/70727	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:13:14%20GMT	http://demo.acosmin.com/themes/justwrite/page-preloader/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/page-preloader/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:13:18	68920/68920	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:13:16%20GMT	http://demo.acosmin.com/themes/justwrite/loading-1/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/loading-1/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:13:19	78705/78705	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Oct%202015%2014:23:25%20GMT	http://demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/city-man-person-people-638x368.jpg	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/city-man-person-people-638x368.jpg	(from http://demo.acosmin.com/themes/justwrite/)
03:13:22	60221/60221	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Oct%202015%2012:38:10%20GMT	http://demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/4792_house_of_cards-638x368.jpg	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/4792_house_of_cards-638x368.jpg	(from http://demo.acosmin.com/themes/justwrite/)
03:13:23	86803/86803	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Oct%202015%2014:24:18%20GMT	http://demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/rwhfxb-638x368.jpg	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/rwhfxb-638x368.jpg	(from http://demo.acosmin.com/themes/justwrite/)
03:13:24	68824/68824	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:13:22%20GMT	http://demo.acosmin.com/themes/justwrite/balls-spinner/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/balls-spinner/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:13:25	70251/70251	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:13:24%20GMT	http://demo.acosmin.com/themes/justwrite/ball-puls/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/ball-puls/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:13:26	67305/67305	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Oct%202015%2014:23:24%20GMT	http://demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/city-cars-traffic-lights-638x368.jpg	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/city-cars-traffic-lights-638x368.jpg	(from http://demo.acosmin.com/themes/justwrite/)
03:13:27	43192/43192	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Oct%202015%2014:23:19%20GMT	http://demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/bald-eagle-977811-638x368.jpg	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/bald-eagle-977811-638x368.jpg	(from http://demo.acosmin.com/themes/justwrite/)
03:13:28	69478/69478	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:13:26%20GMT	http://demo.acosmin.com/themes/justwrite/ball-beat/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/ball-beat/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:13:29	88542/88542	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:13:28%20GMT	http://demo.acosmin.com/themes/justwrite/background-image/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/background-image/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:13:31	88413/88413	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:13:29%20GMT	http://demo.acosmin.com/themes/justwrite/centered-description/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/centered-description/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:13:34	88315/88315	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:13:32%20GMT	http://demo.acosmin.com/themes/justwrite/align-left-2/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/align-left-2/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:13:35	70557/70557	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Oct%202015%2014:23:20%20GMT	http://demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/bar-926256_1920-638x368.jpg	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/bar-926256_1920-638x368.jpg	(from http://demo.acosmin.com/themes/justwrite/)
03:13:36	63033/63033	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Oct%202015%2014:23:22%20GMT	http://demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/bdfb-638x368.jpg	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/bdfb-638x368.jpg	(from http://demo.acosmin.com/themes/justwrite/)
03:13:36	88375/88375	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2007:13:36%20GMT	http://demo.acosmin.com/themes/justwrite/image-logo/	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/image-logo/index.html	(from http://demo.acosmin.com/themes/justwrite/)
03:13:38	57377/57377	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Oct%202015%2014:23:23%20GMT	http://demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/bmw-918407_1920-638x368.jpg	C:/Users/gabriel/Desktop/Github/TEMPLATES/Template%20Nasa/demo.acosmin.com/themes/justwrite/wp-content/uploads/2015/10/bmw-918407_1920-638x368.jpg	(from http://demo.acosmin.com/themes/justwrite/)
